strain,replicate,metric,intensity
svs002-svs002,rep2,median_mcherry,10563.0
svs002-svs002,rep2,median_mcherry,1009.0
svs002-svs002,rep2,median_mcherry,11667.0
svs002-svs002,rep2,median_mcherry,5064.0
svs002-svs002,rep2,median_mcherry,1346.0
svs002-svs002,rep2,median_mcherry,14824.0
svs002-svs002,rep2,median_mcherry,5807.0
svs002-svs002,rep2,median_mcherry,8325.0
svs002-svs002,rep2,median_mcherry,1069.0
svs002-svs002,rep2,median_mcherry,9197.0
svs002-svs002,rep2,median_mcherry,8292.0
svs002-svs002,rep2,median_mcherry,13934.0
svs002-svs002,rep2,median_mcherry,10201.0
svs002-svs002,rep2,median_mcherry,2801.0
svs002-svs002,rep2,median_mcherry,12751.0
svs002-svs002,rep2,median_mcherry,9383.0
svs002-svs002,rep2,median_mcherry,3274.0
svs002-svs002,rep2,median_mcherry,1505.0
svs002-svs002,rep2,median_mcherry,9324.0
svs002-svs002,rep2,median_mcherry,13603.0
svs002-svs002,rep2,median_mcherry,9088.0
svs002-svs002,rep2,median_mcherry,5045.0
svs002-svs002,rep2,median_mcherry,5625.0
svs002-svs002,rep2,median_mcherry,8866.0
svs002-svs002,rep2,median_mcherry,4868.0
svs002-svs002,rep2,median_mcherry,12723.0
svs002-svs002,rep2,median_mcherry,13243.0
svs002-svs002,rep2,median_mcherry,6533.0
svs002-svs002,rep2,median_mcherry,10595.0
svs002-svs002,rep2,median_mcherry,6783.0
svs002-svs002,rep2,median_mcherry,8855.0
svs002-svs002,rep2,median_mcherry,8064.0
svs002-svs002,rep2,median_mcherry,1525.0
svs002-svs002,rep2,median_mcherry,6681.0
svs002-svs002,rep2,median_mcherry,11828.0
svs002-svs002,rep2,median_mcherry,7496.0
svs002-svs002,rep2,median_mcherry,7936.0
svs002-svs002,rep2,median_mcherry,20870.0
svs002-svs002,rep2,median_mcherry,4664.0
svs002-svs002,rep2,median_mcherry,5097.0
svs002-svs002,rep2,median_mcherry,5394.0
svs002-svs002,rep2,median_mcherry,5280.0
svs002-svs002,rep2,median_mcherry,7956.0
svs002-svs002,rep2,median_mcherry,884.0
svs002-svs002,rep2,median_mcherry,3154.0
svs002-svs002,rep2,median_mcherry,10189.0
svs002-svs002,rep2,median_mcherry,1200.0
svs002-svs002,rep2,median_mcherry,3884.0
svs002-svs002,rep2,median_mcherry,3700.0
svs002-svs002,rep2,median_mcherry,3896.0
svs002-svs002,rep2,median_mcherry,10808.0
svs002-svs002,rep2,median_mcherry,6389.0
svs002-svs002,rep2,median_mcherry,7800.0
svs002-svs002,rep2,median_mcherry,9313.0
svs002-svs002,rep2,median_mcherry,11548.0
svs002-svs002,rep2,median_mcherry,6565.0
svs002-svs002,rep2,median_mcherry,9321.0
svs002-svs002,rep2,median_mcherry,5892.0
svs002-svs002,rep2,median_mcherry,12689.0
svs002-svs002,rep2,median_mcherry,1991.0
svs002-svs002,rep2,median_mcherry,4117.0
svs002-svs002,rep2,median_mcherry,6761.0
svs002-svs002,rep2,median_mcherry,1156.0
svs002-svs002,rep2,median_mcherry,11013.0
svs002-svs002,rep2,median_mcherry,8941.0
svs002-svs002,rep2,median_mcherry,6408.0
svs002-svs002,rep2,median_mcherry,8226.0
svs002-svs002,rep2,median_mcherry,5516.0
svs002-svs002,rep2,median_mcherry,1044.0
svs002-svs002,rep2,median_mcherry,4912.0
svs002-svs002,rep2,median_mcherry,8866.0
svs002-svs002,rep2,median_mcherry,11276.0
svs002-svs002,rep2,median_mcherry,7863.0
svs002-svs002,rep2,median_mcherry,5421.0
svs002-svs002,rep2,median_mcherry,4230.0
svs002-svs002,rep2,median_mcherry,8998.0
svs002-svs002,rep2,median_mcherry,8598.0
svs002-svs002,rep2,median_mcherry,4146.0
svs002-svs002,rep2,median_mcherry,11392.0
svs002-svs002,rep2,median_mcherry,7741.0
svs002-svs002,rep2,median_mcherry,7653.0
svs002-svs002,rep2,median_mcherry,8064.0
svs002-svs002,rep2,median_mcherry,9907.0
svs002-svs002,rep2,median_mcherry,4616.0
svs002-svs002,rep2,median_mcherry,7858.0
svs002-svs002,rep2,median_mcherry,15124.0
svs002-svs002,rep2,median_mcherry,1018.0
svs002-svs002,rep2,median_mcherry,12204.0
svs002-svs002,rep2,median_mcherry,7036.0
svs002-svs002,rep2,median_mcherry,10018.0
svs002-svs002,rep2,median_mcherry,3981.0
svs002-svs002,rep2,median_mcherry,13680.0
svs002-svs002,rep2,median_mcherry,4368.0
svs002-svs002,rep2,median_mcherry,615.0
svs002-svs002,rep2,median_mcherry,14112.0
svs002-svs002,rep2,median_mcherry,8442.0
svs002-svs002,rep2,median_mcherry,12177.0
svs002-svs002,rep2,median_mcherry,4413.0
svs002-svs002,rep2,median_mcherry,7105.0
svs002-svs002,rep2,median_mcherry,5445.0
svs002-svs002,rep2,median_mcherry,11398.0
svs002-svs002,rep2,median_mcherry,5424.0
svs002-svs002,rep2,median_mcherry,4391.0
svs002-svs002,rep2,median_mcherry,3081.0
svs002-svs002,rep2,median_mcherry,8061.0
svs002-svs002,rep2,median_mcherry,1195.0
svs002-svs002,rep2,median_mcherry,2285.0
svs002-svs002,rep2,median_mcherry,12133.0
svs002-svs002,rep2,median_mcherry,1173.0
svs002-svs002,rep2,median_mcherry,5496.0
svs002-svs002,rep2,median_mcherry,14321.0
svs002-svs002,rep2,median_mcherry,7661.0
svs002-svs002,rep2,median_mcherry,7656.0
svs002-svs002,rep2,median_mcherry,5682.0
svs002-svs002,rep2,median_mcherry,5545.0
svs002-svs002,rep2,median_mcherry,7553.0
svs002-svs002,rep2,median_mcherry,7119.0
svs002-svs002,rep2,median_mcherry,8424.0
svs002-svs002,rep2,median_mcherry,2497.0
svs002-svs002,rep2,median_mcherry,6183.0
svs002-svs002,rep2,median_mcherry,8630.0
svs002-svs002,rep2,median_mcherry,614.0
svs002-svs002,rep2,median_mcherry,3541.0
svs002-svs002,rep2,median_mcherry,8390.0
svs002-svs002,rep2,median_mcherry,5609.0
svs002-svs002,rep2,median_mcherry,13345.0
svs002-svs002,rep2,median_mcherry,5977.0
svs002-svs002,rep2,median_mcherry,10071.0
svs002-svs002,rep2,median_mcherry,10321.0
svs002-svs002,rep2,median_mcherry,16916.0
svs002-svs002,rep2,median_mcherry,7006.0
svs002-svs002,rep2,median_mcherry,6288.0
svs002-svs002,rep2,median_mcherry,4932.0
svs002-svs002,rep2,median_mcherry,5444.0
svs002-svs002,rep2,median_mcherry,5619.0
svs002-svs002,rep2,median_mcherry,9737.0
svs002-svs002,rep2,median_mcherry,4214.0
svs002-svs002,rep2,median_mcherry,382.0
svs002-svs002,rep2,median_mcherry,5117.0
svs002-svs002,rep2,median_mcherry,13263.0
svs002-svs002,rep2,median_mcherry,6548.0
svs002-svs002,rep2,median_mcherry,5565.0
svs002-svs002,rep2,median_mcherry,8396.0
svs002-svs002,rep2,median_mcherry,8177.0
svs002-svs002,rep2,median_mcherry,12469.0
svs002-svs002,rep2,median_mcherry,9570.0
svs002-svs002,rep2,median_mcherry,9287.0
svs002-svs002,rep2,median_mcherry,5190.0
svs002-svs002,rep2,median_mcherry,11281.0
svs002-svs002,rep2,median_mcherry,10079.0
svs002-svs002,rep2,median_mcherry,9438.0
svs002-svs002,rep2,median_mcherry,6249.0
svs002-svs002,rep2,median_mcherry,11012.0
svs002-svs002,rep2,median_mcherry,5248.0
svs002-svs002,rep2,median_mcherry,7121.0
svs002-svs002,rep2,median_mcherry,8568.0
svs002-svs002,rep2,median_mcherry,9414.0
svs002-svs002,rep2,median_mcherry,9875.0
svs002-svs002,rep2,median_mcherry,7033.0
svs002-svs002,rep2,median_mcherry,858.0
svs002-svs002,rep2,median_mcherry,10108.0
svs002-svs002,rep2,median_mcherry,7075.0
svs002-svs002,rep2,median_mcherry,5765.0
svs002-svs002,rep2,median_mcherry,4705.0
svs002-svs002,rep2,median_mcherry,1057.0
svs002-svs002,rep2,median_mcherry,6447.0
svs002-svs002,rep2,median_mcherry,1422.0
svs002-svs002,rep2,median_mcherry,12037.0
svs002-svs002,rep2,median_mcherry,5174.0
svs002-svs002,rep2,median_mcherry,1144.0
svs002-svs002,rep2,median_mcherry,3372.0
svs002-svs002,rep2,median_mcherry,16849.0
svs002-svs002,rep2,median_mcherry,14424.0
svs002-svs002,rep2,median_mcherry,4199.0
svs002-svs002,rep2,median_mcherry,852.0
svs002-svs002,rep2,median_mcherry,11024.0
svs002-svs002,rep2,median_mcherry,1655.0
svs002-svs002,rep2,median_mcherry,12286.0
svs002-svs002,rep2,median_mcherry,11316.0
svs002-svs002,rep2,median_mcherry,11625.0
svs002-svs002,rep2,median_mcherry,14973.0
svs002-svs002,rep2,median_mcherry,19504.0
svs002-svs002,rep2,median_mcherry,10616.0
svs002-svs002,rep2,median_mcherry,4917.0
svs002-svs002,rep2,median_mcherry,3892.0
svs002-svs002,rep2,median_mcherry,12940.0
svs002-svs002,rep2,median_mcherry,8509.0
svs002-svs002,rep2,median_mcherry,3937.0
svs002-svs002,rep2,median_mcherry,11272.0
svs002-svs002,rep2,median_mcherry,7695.0
svs002-svs002,rep2,median_mcherry,3252.0
svs002-svs002,rep2,median_mcherry,6545.0
svs002-svs002,rep2,median_mcherry,13118.0
svs002-svs002,rep2,median_mcherry,11344.0
svs002-svs002,rep2,median_mcherry,10868.0
svs002-svs002,rep2,median_mcherry,8460.0
svs002-svs002,rep2,median_mcherry,3192.0
svs002-svs002,rep2,median_mcherry,19225.0
svs002-svs002,rep2,median_mcherry,7738.0
svs002-svs002,rep2,median_mcherry,8339.0
svs002-svs002,rep2,median_mcherry,10016.0
svs002-svs002,rep2,median_mcherry,10086.0
svs002-svs002,rep2,median_mcherry,5301.0
svs002-svs002,rep2,median_mcherry,4773.0
svs002-svs002,rep2,median_mcherry,8676.0
svs002-svs002,rep2,median_mcherry,1984.0
svs002-svs002,rep2,median_mcherry,939.0
svs002-svs002,rep2,median_mcherry,8077.0
svs002-svs002,rep2,median_mcherry,10932.0
svs002-svs002,rep2,median_mcherry,11138.0
svs002-svs002,rep2,median_mcherry,3281.0
svs002-svs002,rep2,median_mcherry,10493.0
svs002-svs002,rep2,median_mcherry,6278.0
svs002-svs002,rep2,median_mcherry,7243.0
svs002-svs002,rep2,median_mcherry,13741.0
svs002-svs002,rep2,median_mcherry,5521.0
svs002-svs002,rep2,median_mcherry,21628.0
svs002-svs002,rep2,median_mcherry,449.0
svs002-svs002,rep2,median_mcherry,7836.0
svs002-svs002,rep2,median_mcherry,2949.0
svs002-svs002,rep2,median_mcherry,27329.0
svs002-svs002,rep2,median_mcherry,13361.0
svs002-svs002,rep2,median_mcherry,985.0
svs002-svs002,rep2,median_mcherry,10753.0
svs002-svs002,rep2,median_mcherry,7873.0
svs002-svs002,rep2,median_mcherry,3172.0
svs002-svs002,rep2,median_mcherry,8137.0
svs002-svs002,rep2,median_mcherry,8493.0
svs002-svs002,rep2,median_mcherry,1048.0
svs002-svs002,rep2,median_mcherry,10252.0
svs002-svs002,rep2,median_mcherry,8727.0
svs002-svs002,rep2,median_mcherry,9617.0
svs002-svs002,rep2,median_mcherry,3544.0
svs002-svs002,rep2,median_mcherry,15555.0
svs002-svs002,rep2,median_mcherry,3389.0
svs002-svs002,rep2,median_mcherry,10932.0
svs002-svs002,rep2,median_mcherry,13440.0
svs002-svs002,rep2,median_mcherry,10920.0
svs002-svs002,rep2,median_mcherry,17118.0
svs002-svs002,rep2,median_mcherry,5750.0
svs002-svs002,rep2,median_mcherry,9712.0
svs002-svs002,rep2,median_mcherry,10164.0
svs002-svs002,rep2,median_mcherry,8062.0
svs002-svs002,rep2,median_mcherry,7188.0
svs002-svs002,rep2,median_mcherry,4189.0
svs002-svs002,rep2,median_mcherry,13069.0
svs002-svs002,rep2,median_mcherry,7675.0
svs002-svs002,rep2,median_mcherry,5737.0
svs002-svs002,rep2,median_mcherry,13741.0
svs002-svs002,rep2,median_mcherry,10492.0
svs002-svs002,rep2,median_mcherry,619.0
svs002-svs002,rep2,median_mcherry,1024.0
svs002-svs002,rep2,median_mcherry,7450.0
svs002-svs002,rep2,median_mcherry,22049.0
svs002-svs002,rep2,median_mcherry,10961.0
svs002-svs002,rep2,median_mcherry,11473.0
svs002-svs002,rep2,median_mcherry,13694.0
svs002-svs002,rep2,median_mcherry,7624.0
svs002-svs002,rep2,median_mcherry,6102.0
svs002-svs002,rep2,median_mcherry,703.0
svs002-svs002,rep2,median_mcherry,1065.0
svs002-svs002,rep2,median_mcherry,1454.0
svs002-svs002,rep2,median_mcherry,4137.0
svs002-svs002,rep2,median_mcherry,11077.0
svs002-svs002,rep2,median_mcherry,12484.0
svs002-svs002,rep2,median_mcherry,6784.0
svs002-svs002,rep2,median_mcherry,6102.0
svs002-svs002,rep2,median_mcherry,12036.0
svs002-svs002,rep2,median_mcherry,638.0
svs002-svs002,rep2,median_mcherry,8420.0
svs002-svs002,rep2,median_mcherry,11056.0
svs002-svs002,rep2,median_mcherry,6496.0
svs002-svs002,rep2,median_mcherry,8783.0
svs002-svs002,rep2,median_mcherry,960.0
svs002-svs002,rep2,median_mcherry,13768.0
svs002-svs002,rep2,median_mcherry,13890.0
svs002-svs002,rep2,median_mcherry,8043.0
svs002-svs002,rep2,median_mcherry,24701.0
svs002-svs002,rep2,median_mcherry,3867.0
svs002-svs002,rep2,median_mcherry,7376.0
svs002-svs002,rep2,median_mcherry,2698.0
svs002-svs002,rep2,median_mcherry,10281.0
svs002-svs002,rep2,median_mcherry,7783.0
svs002-svs002,rep2,median_mcherry,7674.0
svs002-svs002,rep2,median_mcherry,6507.0
svs002-svs002,rep2,median_mcherry,3520.0
svs002-svs002,rep2,median_mcherry,6166.0
svs002-svs002,rep2,median_mcherry,3428.0
svs002-svs002,rep2,median_mcherry,7057.0
svs002-svs002,rep2,median_mcherry,678.0
svs002-svs002,rep2,median_mcherry,7872.0
svs002-svs002,rep2,median_mcherry,8629.0
svs002-svs002,rep2,median_mcherry,6516.0
svs002-svs002,rep2,median_mcherry,6280.0
svs002-svs002,rep2,median_mcherry,4079.0
svs002-svs002,rep2,median_mcherry,11057.0
svs002-svs002,rep2,median_mcherry,1099.0
svs002-svs002,rep2,median_mcherry,10489.0
svs002-svs002,rep2,median_mcherry,791.0
svs002-svs002,rep2,median_mcherry,5156.0
svs002-svs002,rep2,median_mcherry,9136.0
svs002-svs002,rep2,median_mcherry,10050.0
svs002-svs002,rep2,median_mcherry,5515.0
svs002-svs002,rep2,median_mcherry,7333.0
svs002-svs002,rep2,median_mcherry,4990.0
svs002-svs002,rep2,median_mcherry,7641.0
svs002-svs002,rep2,median_mcherry,24709.0
svs002-svs002,rep2,median_mcherry,8021.0
svs002-svs002,rep2,median_mcherry,7209.0
svs002-svs002,rep2,median_mcherry,8326.0
svs002-svs002,rep2,median_mcherry,13924.0
svs002-svs002,rep2,median_mcherry,12232.0
svs002-svs002,rep2,median_mcherry,8719.0
svs002-svs002,rep2,median_mcherry,15271.0
svs002-svs002,rep2,median_mcherry,6978.0
svs002-svs002,rep2,median_mcherry,1011.0
svs002-svs002,rep2,median_mcherry,9064.0
svs002-svs002,rep2,median_mcherry,10863.0
svs002-svs002,rep2,median_mcherry,11384.0
svs002-svs002,rep2,median_mcherry,8816.0
svs002-svs002,rep2,median_mcherry,895.0
svs002-svs002,rep2,median_mcherry,11633.0
svs002-svs002,rep2,median_mcherry,7413.0
svs002-svs002,rep2,median_mcherry,5302.0
svs002-svs002,rep2,median_mcherry,8841.0
svs002-svs002,rep2,median_mcherry,8032.0
svs002-svs002,rep2,median_mcherry,8525.0
svs002-svs002,rep2,median_mcherry,3239.0
svs002-svs002,rep2,median_mcherry,7477.0
svs002-svs002,rep2,median_mcherry,1591.0
svs002-svs002,rep2,median_mcherry,12862.0
svs002-svs002,rep2,median_mcherry,11715.0
svs002-svs002,rep2,median_mcherry,9979.0
svs002-svs002,rep2,median_mcherry,3601.0
svs002-svs002,rep2,median_mcherry,15611.0
svs002-svs002,rep2,median_mcherry,7832.0
svs002-svs002,rep2,median_mcherry,8123.0
svs002-svs002,rep2,median_mcherry,9308.0
svs002-svs002,rep2,median_mcherry,3876.0
svs002-svs002,rep2,median_mcherry,9548.0
svs002-svs002,rep2,median_mcherry,1293.0
svs002-svs002,rep2,median_mcherry,7797.0
svs002-svs002,rep2,median_mcherry,18413.0
svs002-svs002,rep2,median_mcherry,12354.0
svs002-svs002,rep2,median_mcherry,12554.0
svs002-svs002,rep2,median_mcherry,3573.0
svs002-svs002,rep2,median_mcherry,10606.0
svs002-svs002,rep2,median_mcherry,1624.0
svs002-svs002,rep2,median_mcherry,8823.0
svs002-svs002,rep2,median_mcherry,3944.0
svs002-svs002,rep2,median_mcherry,6705.0
svs002-svs002,rep2,median_mcherry,8397.0
svs002-svs002,rep2,median_mcherry,5101.0
svs002-svs002,rep2,median_mcherry,6216.0
svs002-svs002,rep2,median_mcherry,14031.0
svs002-svs002,rep2,median_mcherry,9296.0
svs002-svs002,rep2,median_mcherry,625.0
svs002-svs002,rep2,median_mcherry,16617.0
svs002-svs002,rep2,median_mcherry,13793.0
svs002-svs002,rep2,median_mcherry,15264.0
svs002-svs002,rep2,median_mcherry,9585.0
svs002-svs002,rep2,median_mcherry,9992.0
svs002-svs002,rep2,median_mcherry,7371.0
svs002-svs002,rep2,median_mcherry,13949.0
svs002-svs002,rep2,median_mcherry,13099.0
svs002-svs002,rep2,median_mcherry,4804.0
svs002-svs002,rep2,median_mcherry,4826.0
svs002-svs002,rep2,median_mcherry,4017.0
svs002-svs002,rep2,median_mcherry,22248.0
svs002-svs002,rep2,median_mcherry,14264.0
svs002-svs002,rep2,median_mcherry,5717.0
svs002-svs002,rep2,median_mcherry,14920.0
svs002-svs002,rep2,median_mcherry,7435.0
svs002-svs002,rep2,median_mcherry,9734.0
svs002-svs002,rep2,median_mcherry,2355.0
svs002-svs002,rep2,median_mcherry,3381.0
svs002-svs002,rep2,median_mcherry,572.0
svs002-svs002,rep2,median_mcherry,5641.0
svs002-svs002,rep2,median_mcherry,5982.0
svs002-svs002,rep2,median_mcherry,13497.0
svs002-svs002,rep2,median_mcherry,5565.0
svs002-svs002,rep2,median_mcherry,876.0
svs002-svs002,rep2,median_mcherry,6278.0
svs002-svs002,rep2,median_mcherry,10292.0
svs002-svs002,rep2,median_mcherry,7260.0
svs002-svs002,rep2,median_mcherry,8935.0
svs002-svs002,rep2,median_mcherry,5340.0
svs002-svs002,rep2,median_mcherry,4732.0
svs002-svs002,rep2,median_mcherry,13989.0
svs002-svs002,rep2,median_mcherry,5470.0
svs002-svs002,rep2,median_mcherry,4905.0
svs002-svs002,rep2,median_mcherry,5750.0
svs002-svs002,rep2,median_mcherry,9662.0
svs002-svs002,rep2,median_mcherry,11107.0
svs002-svs002,rep2,median_mcherry,9269.0
svs002-svs002,rep2,median_mcherry,12993.0
svs002-svs002,rep2,median_mcherry,8772.0
svs002-svs002,rep2,median_mcherry,9920.0
svs002-svs002,rep2,median_mcherry,18484.0
svs002-svs002,rep2,median_mcherry,7925.0
svs002-svs002,rep2,median_mcherry,528.0
svs002-svs002,rep2,median_mcherry,9117.0
svs002-svs002,rep2,median_mcherry,10913.0
svs002-svs002,rep2,median_mcherry,7119.0
svs002-svs002,rep2,median_mcherry,5921.0
svs002-svs002,rep2,median_mcherry,3534.0
svs002-svs002,rep2,median_mcherry,4293.0
svs002-svs002,rep2,median_mcherry,6495.0
svs002-svs002,rep2,median_mcherry,4036.0
svs002-svs002,rep2,median_mcherry,11620.0
svs002-svs002,rep2,median_mcherry,18416.0
svs002-svs002,rep2,median_mcherry,11949.0
svs002-svs002,rep2,median_mcherry,2696.0
svs002-svs002,rep2,median_mcherry,7764.0
svs002-svs002,rep2,median_mcherry,7325.0
svs002-svs002,rep2,median_mcherry,7661.0
svs002-svs002,rep2,median_mcherry,14221.0
svs002-svs002,rep2,median_mcherry,5436.0
svs002-svs002,rep2,median_mcherry,13948.0
svs002-svs002,rep2,median_mcherry,3889.0
svs002-svs002,rep2,median_mcherry,9128.0
svs002-svs002,rep2,median_mcherry,13085.0
svs002-svs002,rep2,median_mcherry,1081.0
svs002-svs002,rep2,median_mcherry,4559.0
svs002-svs002,rep2,median_mcherry,7528.0
svs002-svs002,rep2,median_mcherry,3868.0
svs002-svs002,rep2,median_mcherry,7661.0
svs002-svs002,rep2,median_mcherry,14845.0
svs002-svs002,rep2,median_mcherry,7082.0
svs002-svs002,rep2,median_mcherry,6921.0
svs002-svs002,rep2,median_mcherry,12164.0
svs002-svs002,rep2,median_mcherry,9204.0
svs002-svs002,rep2,median_mcherry,4884.0
svs002-svs002,rep2,median_mcherry,7993.0
svs002-svs002,rep2,median_mcherry,11361.0
svs002-svs002,rep2,median_mcherry,17021.0
svs002-svs002,rep2,median_mcherry,14429.0
svs002-svs002,rep2,median_mcherry,9443.0
svs002-svs002,rep2,median_mcherry,7260.0
svs002-svs002,rep2,median_mcherry,6688.0
svs002-svs002,rep2,median_mcherry,839.0
svs002-svs002,rep2,median_mcherry,13888.0
svs002-svs002,rep2,median_mcherry,6544.0
svs002-svs002,rep2,median_mcherry,5280.0
svs002-svs002,rep2,median_mcherry,1140.0
svs002-svs002,rep2,median_mcherry,6226.0
svs002-svs002,rep2,median_mcherry,3950.0
svs002-svs002,rep2,median_mcherry,1799.0
svs002-svs002,rep2,median_mcherry,3213.0
svs002-svs002,rep2,median_mcherry,6734.0
svs002-svs002,rep2,median_mcherry,5239.0
svs002-svs002,rep2,median_mcherry,3253.0
svs002-svs002,rep2,median_mcherry,4941.0
svs002-svs002,rep2,median_mcherry,2240.0
svs002-svs002,rep2,median_mcherry,1129.0
svs002-svs002,rep2,median_mcherry,12341.0
svs002-svs002,rep2,median_mcherry,6773.0
svs002-svs002,rep2,median_mcherry,1396.0
svs002-svs002,rep2,median_mcherry,15608.0
svs002-svs002,rep2,median_mcherry,8016.0
svs002-svs002,rep2,median_mcherry,8137.0
svs002-svs002,rep2,median_mcherry,11056.0
svs002-svs002,rep2,median_mcherry,3388.0
svs002-svs002,rep2,median_mcherry,5107.0
svs002-svs002,rep2,median_mcherry,5688.0
svs002-svs002,rep2,median_mcherry,8201.0
svs002-svs002,rep2,median_mcherry,9274.0
svs002-svs002,rep2,median_mcherry,1169.0
svs002-svs002,rep2,median_mcherry,10780.0
svs002-svs002,rep2,median_mcherry,11808.0
svs002-svs002,rep2,median_mcherry,721.0
svs002-svs002,rep2,median_mcherry,7972.0
svs002-svs002,rep2,median_mcherry,2374.0
svs002-svs002,rep2,median_mcherry,6432.0
svs002-svs002,rep2,median_mcherry,17937.0
svs002-svs002,rep2,median_mcherry,10189.0
svs002-svs002,rep2,median_mcherry,20824.0
svs002-svs002,rep2,median_mcherry,9976.0
svs002-svs002,rep2,median_mcherry,11683.0
svs002-svs002,rep2,median_mcherry,10583.0
svs002-svs002,rep2,median_mcherry,19281.0
svs002-svs002,rep2,median_mcherry,754.0
svs002-svs002,rep2,median_mcherry,11090.0
svs002-svs002,rep2,median_mcherry,4164.0
svs002-svs002,rep2,median_mcherry,1105.0
svs002-svs002,rep2,median_mcherry,5551.0
svs002-svs002,rep2,median_mcherry,4916.0
svs002-svs002,rep2,median_mcherry,5923.0
svs002-svs002,rep2,median_mcherry,12005.0
svs002-svs002,rep2,median_mcherry,4916.0
svs002-svs002,rep2,median_mcherry,19235.0
svs002-svs002,rep2,median_mcherry,7149.0
svs002-svs002,rep2,median_mcherry,824.0
svs002-svs002,rep2,median_mcherry,8164.0
svs002-svs002,rep2,median_mcherry,4337.0
svs002-svs002,rep2,median_mcherry,7320.0
svs002-svs002,rep2,median_mcherry,5535.0
svs002-svs002,rep2,median_mcherry,3412.0
svs002-svs002,rep2,median_mcherry,19712.0
svs002-svs002,rep2,median_mcherry,3468.0
svs002-svs002,rep2,median_mcherry,993.0
svs002-svs002,rep2,median_mcherry,7384.0
svs002-svs002,rep2,median_mcherry,11330.0
svs002-svs002,rep2,median_mcherry,7524.0
svs002-svs002,rep2,median_mcherry,5365.0
svs002-svs002,rep2,median_mcherry,3953.0
svs002-svs002,rep2,median_mcherry,5836.0
svs002-svs002,rep2,median_mcherry,30389.0
svs002-svs002,rep2,median_mcherry,825.0
svs002-svs002,rep2,median_mcherry,9790.0
svs002-svs002,rep2,median_mcherry,7337.0
svs002-svs002,rep2,median_mcherry,7396.0
svs002-svs002,rep2,median_mcherry,6396.0
svs002-svs002,rep2,median_mcherry,6444.0
svs002-svs002,rep2,median_mcherry,5228.0
svs002-svs002,rep2,median_mcherry,7296.0
svs002-svs002,rep2,median_mcherry,713.0
svs002-svs002,rep2,median_mcherry,24461.0
svs002-svs002,rep2,median_mcherry,8341.0
svs002-svs002,rep2,median_mcherry,1733.0
svs002-svs002,rep2,median_mcherry,3933.0
svs002-svs002,rep2,median_mcherry,5348.0
svs002-svs002,rep2,median_mcherry,5996.0
svs002-svs002,rep2,median_mcherry,10559.0
svs002-svs002,rep2,median_mcherry,6031.0
svs002-svs002,rep2,median_mcherry,9427.0
svs002-svs002,rep2,median_mcherry,10336.0
svs002-svs002,rep2,median_mcherry,8848.0
svs002-svs002,rep2,median_mcherry,12657.0
svs002-svs002,rep2,median_mcherry,7249.0
svs002-svs002,rep2,median_mcherry,13929.0
svs002-svs002,rep2,median_mcherry,3438.0
svs002-svs002,rep2,median_mcherry,4537.0
svs002-svs002,rep2,median_mcherry,6317.0
svs002-svs002,rep2,median_mcherry,6233.0
svs002-svs002,rep2,median_mcherry,7100.0
svs002-svs002,rep2,median_mcherry,7681.0
svs002-svs002,rep2,median_mcherry,5607.0
svs002-svs002,rep2,median_mcherry,10681.0
svs002-svs002,rep2,median_mcherry,870.0
svs002-svs002,rep2,median_mcherry,7111.0
svs002-svs002,rep2,median_mcherry,6140.0
svs002-svs002,rep2,median_mcherry,10764.0
svs002-svs002,rep2,median_mcherry,9221.0
svs002-svs002,rep2,median_mcherry,1044.0
svs002-svs002,rep2,median_mcherry,13028.0
svs002-svs002,rep2,median_mcherry,12577.0
svs002-svs002,rep2,median_mcherry,528.0
svs002-svs002,rep2,median_mcherry,6362.0
svs002-svs002,rep2,median_mcherry,6660.0
svs002-svs002,rep2,median_mcherry,6175.0
svs002-svs002,rep2,median_mcherry,911.0
svs002-svs002,rep2,median_mcherry,6581.0
svs002-svs002,rep2,median_mcherry,13134.0
svs002-svs002,rep2,median_mcherry,13564.0
svs002-svs002,rep2,median_mcherry,8046.0
svs002-svs002,rep2,median_mcherry,4182.0
svs002-svs002,rep2,median_mcherry,9428.0
svs002-svs002,rep2,median_mcherry,4301.0
svs002-svs002,rep2,median_mcherry,8193.0
svs002-svs002,rep2,median_mcherry,14785.0
svs002-svs002,rep2,median_mcherry,17201.0
svs002-svs002,rep2,median_mcherry,7069.0
svs002-svs002,rep2,median_mcherry,2992.0
svs002-svs002,rep2,median_mcherry,11481.0
svs002-svs002,rep2,median_mcherry,4725.0
svs002-svs002,rep2,median_mcherry,2028.0
svs002-svs002,rep2,median_mcherry,8240.0
svs002-svs002,rep2,median_mcherry,7046.0
svs002-svs002,rep2,median_mcherry,6905.0
svs002-svs002,rep2,median_mcherry,4848.0
svs002-svs002,rep2,median_mcherry,1316.0
svs002-svs002,rep2,median_mcherry,7489.0
svs002-svs002,rep2,median_mcherry,10612.0
svs002-svs002,rep2,median_mcherry,9278.0
svs002-svs002,rep2,median_mcherry,9949.0
svs002-svs002,rep2,median_mcherry,8829.0
svs002-svs002,rep2,median_mcherry,4456.0
svs002-svs002,rep2,median_mcherry,6607.0
svs002-svs002,rep2,median_mcherry,7737.0
svs002-svs002,rep2,median_mcherry,6352.0
svs002-svs002,rep2,median_mcherry,6097.0
svs002-svs002,rep2,median_mcherry,3037.0
svs002-svs002,rep2,median_mcherry,9557.0
